# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "CDS" "-p" "-g" "gene_id" "-F" "GTF" "-a" "data/reference_genome/S_aureus_CP000730.gtf" "-o" "data/processed_data/counts_files/all_samples_counts.txt" "data/processed_data/bam_files/ERR2713020.bam" "data/processed_data/bam_files/ERR2713021.bam" "data/processed_data/bam_files/ERR2713022.bam" "data/processed_data/bam_files/ERR2713023.bam" "data/processed_data/bam_files/ERR2713024.bam" "data/processed_data/bam_files/ERR2713025.bam" 
Geneid	Chr	Start	End	Strand	Length	data/processed_data/bam_files/ERR2713020.bam	data/processed_data/bam_files/ERR2713021.bam	data/processed_data/bam_files/ERR2713022.bam	data/processed_data/bam_files/ERR2713023.bam	data/processed_data/bam_files/ERR2713024.bam	data/processed_data/bam_files/ERR2713025.bam
USA300HOU_1369	CP000730.1	1469053	1469754	+	702	106	67	86	1223	566	1251
USA300HOU_1370	CP000730.1	1469825	1469953	-	129	55	66	84	452	224	497
USA300HOU_1371	CP000730.1	1470298	1470696	+	399	26	18	12	113	70	96
USA300HOU_1372	CP000730.1	1470761	1502023	-	31263	8380	7476	7901	4267	2302	5843
USA300HOU_1373	CP000730.1	1502424	1503812	-	1389	98	50	56	259	151	351
USA300HOU_1374	CP000730.1	1503972	1505291	-	1320	125	52	47	258	170	395
USA300HOU_1375	CP000730.1	1505325	1506362	-	1038	39	21	25	122	124	579
USA300HOU_1376	CP000730.1	1506460	1507575	-	1116	38	22	26	130	161	861
USA300HOU_1377	CP000730.1	1508053	1508928	-	876	1054	963	1124	3028	1932	3928
USA300HOU_1378	CP000730.1	1508951	1512388	-	3438	2258	1856	1900	8259	4657	9771
USA300HOU_1379	CP000730.1	1512692	1514029	+	1338	53	19	19	1011	542	1373
USA300HOU_1380	CP000730.1	1514241	1514570	-	330	270	248	228	2202	1035	2432
USA300HOU_1381	CP000730.1	1514657	1515799	-	1143	621	481	288	6434	3026	6756
USA300HOU_1382	CP000730.1	1516236	1516349	-	114	95027	91253	96765	63739	48396	142130
USA300HOU_1383	CP000730.1	1516453	1516794	-	342	5442	4265	5009	6575	3759	8275
USA300HOU_1384	CP000730.1	1516811	1517371	-	561	5421	4161	4584	2795	1565	3234
USA300HOU_1385	CP000730.1	1517367	1517714	-	348	2749	2341	2365	1706	1007	1929
USA300HOU_1386	CP000730.1	1517772	1517948	-	177	4	2	3	0	2	1
USA300HOU_1387	CP000730.1	1518254	1518877	+	624	2374	2248	2280	8778	4740	12557
USA300HOU_1388	CP000730.1	1518877	1521057	+	2181	15302	13261	15636	39807	22983	55780
USA300HOU_1389	CP000730.1	1521629	1521967	-	339	2984	2541	2567	757	456	812
USA300HOU_1390	CP000730.1	1521975	1522631	-	657	3963	3424	3464	1115	607	1146
USA300HOU_1391	CP000730.1	1522624	1523307	-	684	3431	2741	2859	1008	515	1005
USA300HOU_1392	CP000730.1	1523638	1524927	-	1290	3623	3349	3326	6996	4263	9322
USA300HOU_1393	CP000730.1	1525252	1527942	-	2691	6559	5972	5803	7743	4141	8032
USA300HOU_1394	CP000730.1	1527969	1528937	-	969	2224	1705	1606	2199	1236	2275
USA300HOU_1395	CP000730.1	1528927	1530126	-	1200	2808	2342	2340	2209	1184	2505
USA300HOU_1396	CP000730.1	1530134	1531285	-	1152	2517	1960	2293	2153	1045	2391
USA300HOU_1397	CP000730.1	1531517	1531831	-	315	707	518	553	526	334	693
USA300HOU_1398	CP000730.1	1532171	1532875	-	705	58020	58656	58758	26848	16995	42637
USA300HOU_1399	CP000730.1	1532923	1533507	-	585	792	587	702	2295	1455	2782
USA300HOU_1400	CP000730.1	1533500	1534072	-	573	561	450	591	1637	1019	2319
USA300HOU_1401	CP000730.1	1534089	1535330	-	1242	1906	1643	2133	5491	3353	6879
USA300HOU_1402	CP000730.1	1535340	1536635	-	1296	1356	976	1240	4057	2258	5184
USA300HOU_1403	CP000730.1	1536648	1537709	-	1062	511	357	417	2127	1130	2415
USA300HOU_1404	CP000730.1	1537738	1538901	-	1164	464	383	462	2194	1137	2395
USA300HOU_1405	CP000730.1	1539290	1539487	-	198	15	17	11	68	60	71
USA300HOU_1406	CP000730.1	1539699	1540145	-	447	591	422	307	3897	2278	5904
USA300HOU_1407	CP000730.1	1540240	1541196	-	957	2000	1419	1045	7350	3725	7798
USA300HOU_1408	CP000730.1	1541201	1541923	-	723	1473	1183	1282	4133	2143	4608
USA300HOU_1409	CP000730.1	1541929	1542498	-	570	703	494	572	2203	1298	2702
USA300HOU_1410	CP000730.1	1542932	1543201	-	270	112257	122503	136176	82245	55688	163985
USA300HOU_1411	CP000730.1	1543375	1544370	-	996	5315	4934	5625	14147	7715	18529
USA300HOU_1412	CP000730.1	1544390	1545697	-	1308	6463	5053	6394	17173	8917	22954
USA300HOU_1413	CP000730.1	1545922	1547094	-	1173	49742	50542	50159	13125	7518	16362
USA300HOU_1414	CP000730.1	1547662	1547775	-	114	30	24	22	58	22	59
USA300HOU_1415	CP000730.1	1547809	1548465	-	657	1133	843	997	2035	1154	2379
USA300HOU_1416	CP000730.1	1548542	1549507	+	966	786	615	708	1433	836	1770
USA300HOU_1417	CP000730.1	1549628	1550611	-	984	5338	4238	5497	2982	1460	3701
USA300HOU_1418	CP000730.1	1550775	1550888	-	114	95	59	63	68	30	37
USA300HOU_1419	CP000730.1	1551016	1552473	-	1458	25874	23713	24176	6155	3828	8722
USA300HOU_1420	CP000730.1	1552629	1554005	-	1377	1523	1262	1273	2126	1142	2922
USA300HOU_1421	CP000730.1	1553998	1554948	-	951	1312	961	981	2737	1659	3495
USA300HOU_1422	CP000730.1	1555056	1555301	+	246	1542	1079	1351	2243	1515	3438
USA300HOU_1423	CP000730.1	1555413	1555955	-	543	5933	4762	4459	3729	1892	3954
USA300HOU_1424	CP000730.1	1556237	1556353	-	117	53	39	42	130	63	135
USA300HOU_1425	CP000730.1	1556555	1557466	-	912	218	138	149	276	129	280
USA300HOU_1426	CP000730.1	1557484	1557687	-	204	12	2	8	29	9	30
USA300HOU_1427	CP000730.1	1557683	1558618	-	936	72	25	43	88	50	67
USA300HOU_1428	CP000730.1	1558678	1559592	-	915	43	32	30	86	39	65
USA300HOU_1430	CP000730.1	1560120	1561094	-	975	334	377	362	338	191	334
USA300HOU_1431	CP000730.1	1561099	1562034	-	936	270	291	277	278	149	352
USA300HOU_1432	CP000730.1	1562427	1563878	-	1452	119	49	45	54	34	86
USA300HOU_1433	CP000730.1	1563892	1564191	-	300	17	2	2	2	2	4
USA300HOU_1434	CP000730.1	1564330	1564626	-	297	51	31	29	21	7	34
USA300HOU_1435	CP000730.1	1564832	1565218	-	387	28	24	21	11	2	11
USA300HOU_1436	CP000730.1	1565221	1566684	-	1464	76	58	54	39	29	50
USA300HOU_1437	CP000730.1	1566687	1568594	-	1908	205	136	154	176	85	251
USA300HOU_1438	CP000730.1	1568613	1568900	-	288	12	15	18	12	11	20
USA300HOU_1439	CP000730.1	1568903	1570483	-	1581	66	69	61	119	46	78
USA300HOU_1440	CP000730.1	1570495	1571316	-	822	52	35	48	41	28	30
USA300HOU_1441	CP000730.1	1571319	1577516	-	6198	535	378	359	471	181	393
USA300HOU_1442	CP000730.1	1577533	1577688	-	156	17	5	1	4	1	0
USA300HOU_1443	CP000730.1	1577733	1578080	-	348	11	1	4	1	1	2
USA300HOU_1444	CP000730.1	1578141	1578593	-	453	141	95	135	56	18	78
USA300HOU_1445	CP000730.1	1578688	1579326	-	639	66	45	77	14	26	57
USA300HOU_1446	CP000730.1	1579364	1579756	-	393	8	5	9	5	8	24
USA300HOU_1447	CP000730.1	1579760	1580158	-	399	30	9	9	14	13	35
USA300HOU_1448	CP000730.1	1580158	1580487	-	330	21	3	8	18	14	19
USA300HOU_1449	CP000730.1	1580502	1580777	-	276	26	6	11	11	11	36
USA300HOU_1450	CP000730.1	1580849	1582054	-	1206	73	32	70	82	38	143
USA300HOU_1451	CP000730.1	1582024	1582794	-	771	33	25	20	18	8	16
USA300HOU_1452	CP000730.1	1582781	1584016	-	1236	108	103	90	101	51	88
USA300HOU_1453	CP000730.1	1584024	1585712	-	1689	80	29	22	37	26	49
USA300HOU_1454	CP000730.1	1585705	1586025	-	321	6	4	0	3	7	6
USA300HOU_1455	CP000730.1	1586608	1587042	-	435	90	100	70	62	40	52
USA300HOU_1456	CP000730.1	1587058	1588422	-	1365	206	180	177	219	117	273
USA300HOU_1457	CP000730.1	1588406	1588693	-	288	31	32	33	22	6	22
USA300HOU_1458	CP000730.1	1588888	1589007	+	120	5	15	21	6	1	10
USA300HOU_1459	CP000730.1	1589037	1591481	-	2445	228	175	195	195	103	196
USA300HOU_1460	CP000730.1	1591772	1591969	-	198	23	7	15	35	14	48
USA300HOU_1461	CP000730.1	1592040	1592189	-	150	12	3	3	11	3	10
USA300HOU_1462	CP000730.1	1592189	1592572	-	384	19	18	9	16	15	22
USA300HOU_1463	CP000730.1	1592568	1592801	-	234	8	5	9	10	0	9
USA300HOU_1464	CP000730.1	1592797	1592997	-	201	15	7	7	9	3	8
USA300HOU_1465	CP000730.1	1592997	1593200	-	204	16	8	1	5	5	3
USA300HOU_1466	CP000730.1	1593240	1593773	-	534	35	14	9	3	11	3
USA300HOU_1467	CP000730.1	1593769	1594023	-	255	8	6	4	13	5	6
USA300HOU_1468	CP000730.1	1594032	1594292	-	261	6	2	0	5	2	0
USA300HOU_1469	CP000730.1	1594289	1594486	-	198	20	2	1	3	4	1
USA300HOU_1470	CP000730.1	1594492	1594746	-	255	11	1	1	7	1	1
USA300HOU_1471	CP000730.1	1594749	1595147	-	399	21	7	4	5	0	9
USA300HOU_1472	CP000730.1	1595150	1595332	-	183	4	0	0	1	0	1
USA300HOU_1473	CP000730.1	1595348	1597297	-	1950	100	30	10	35	7	26
USA300HOU_1474	CP000730.1	1597368	1597922	-	555	22	3	4	16	1	7
USA300HOU_1475	CP000730.1	1597951	1599114	-	1164	29	19	7	10	6	12
USA300HOU_1476	CP000730.1	1599114	1599473	-	360	7	2	1	0	0	4
USA300HOU_1477	CP000730.1	1599490	1599747	-	258	5	0	1	0	1	3
USA300HOU_1478	CP000730.1	1599755	1600054	-	300	9	6	0	1	2	2
USA300HOU_1479	CP000730.1	1600050	1600364	-	315	13	0	0	3	1	2
USA300HOU_1481	CP000730.1	1600633	1600893	-	261	3	3	1	104	36	72
USA300HOU_1482	CP000730.1	1600921	1601133	-	213	2	3	2	55	18	44
USA300HOU_1483	CP000730.1	1601180	1601416	+	237	115	121	141	291	213	458
USA300HOU_1484	CP000730.1	1601419	1601592	-	174	14	12	10	20	12	36
USA300HOU_1485	CP000730.1	1601679	1601867	-	189	4	3	2	28	22	43
USA300HOU_1486	CP000730.1	1602028	1602354	+	327	65	97	55	638	337	525
USA300HOU_1487	CP000730.1	1602370	1602828	+	459	34	25	17	570	261	394
USA300HOU_1488	CP000730.1	1602849	1603280	+	432	57	32	19	420	258	332
USA300HOU_1489	CP000730.1	1603943	1604554	-	612	1129	1000	1154	2122	1493	3253
USA300HOU_1490	CP000730.1	1604680	1605882	+	1203	224	216	168	693	350	730
USA300HOU_1492	CP000730.1	1607950	1608876	-	927	67	65	41	228	134	215
USA300HOU_1493	CP000730.1	1609124	1610815	-	1692	2632	2389	2869	6853	3991	9986
USA300HOU_1494	CP000730.1	1610856	1611578	-	723	3411	2998	3612	9242	5965	21078
USA300HOU_1495	CP000730.1	1611714	1612448	-	735	2162	2020	2060	4647	2427	5638
USA300HOU_1496	CP000730.1	1612979	1613731	-	753	1763	1363	1629	3478	1795	4122
USA300HOU_1497	CP000730.1	1613799	1614302	+	504	425	305	361	296	170	388
USA300HOU_1498	CP000730.1	1614386	1615270	-	885	10419	7605	10095	2482	1223	3660
USA300HOU_1499	CP000730.1	1615322	1615768	-	447	6280	4996	6314	2717	1498	4811
USA300HOU_1500	CP000730.1	1615876	1616415	-	540	406	289	366	503	275	600
USA300HOU_1501	CP000730.1	1616497	1617402	+	906	4340	3870	4250	2014	1277	2521
USA300HOU_1502	CP000730.1	1617624	1617869	-	246	104	48	70	192	98	195
USA300HOU_1503	CP000730.1	1617888	1618640	-	753	280	116	161	532	327	487
USA300HOU_1504	CP000730.1	1618782	1619594	+	813	1474	1159	1275	713	455	1270
USA300HOU_1505	CP000730.1	1619705	1620622	-	918	283	151	214	2323	1305	3304
USA300HOU_1506	CP000730.1	1620682	1620813	-	132	63	41	51	75	57	205
USA300HOU_1507	CP000730.1	1620935	1622416	+	1482	19502	13718	17116	7358	4232	12182
USA300HOU_1508	CP000730.1	1622622	1623512	+	891	5324	4586	4536	3522	2159	4769
USA300HOU_1509	CP000730.1	1623601	1625247	-	1647	2161	2342	1708	1603	1007	4440
USA300HOU_1510	CP000730.1	1625266	1626282	-	1017	332	305	221	830	634	2596
USA300HOU_1511	CP000730.1	1626479	1626847	-	369	3571	3075	4014	1807	1072	2952
USA300HOU_1512	CP000730.1	1627069	1628472	-	1404	26236	25708	26162	22884	13665	30156
USA300HOU_1513	CP000730.1	1628543	1629673	-	1131	2749	2645	2425	1795	1037	1780
USA300HOU_1514	CP000730.1	1629936	1630112	+	177	221	196	196	280	221	349
USA300HOU_1515	CP000730.1	1630245	1631222	-	978	2641	2322	2524	2179	1305	2368
USA300HOU_1516	CP000730.1	1631239	1631673	-	435	1367	1097	1168	987	525	1156
USA300HOU_1517	CP000730.1	1632027	1633298	-	1272	7879	8590	8693	9251	5458	11821
USA300HOU_1518	CP000730.1	1633314	1634294	-	981	5528	5841	6096	6045	3217	7740
USA300HOU_1519	CP000730.1	1634297	1635286	-	990	6036	6255	6368	6237	3428	7573
USA300HOU_1520	CP000730.1	1635305	1636723	-	1419	7913	7512	7710	8132	4161	8603
USA300HOU_1521	CP000730.1	1636877	1638553	-	1677	5953	4788	5679	7810	4192	8260
USA300HOU_1522	CP000730.1	1638572	1639030	-	459	1516	1189	1424	1947	1262	2689
USA300HOU_1523	CP000730.1	1639456	1640334	-	879	1969	1605	1862	10930	6539	14282
USA300HOU_1524	CP000730.1	1640315	1640542	-	228	347	224	259	1783	1031	2115
USA300HOU_1525	CP000730.1	1640538	1641872	-	1335	2819	2164	2751	14774	8180	17163
USA300HOU_1526	CP000730.1	1641892	1642278	-	387	1416	1138	1437	5564	3352	6884
USA300HOU_1527	CP000730.1	1642341	1642700	-	360	1058	909	980	4502	2487	5423
USA300HOU_1528	CP000730.1	1642718	1644070	-	1353	1770	1346	1580	12968	7257	16383
USA300HOU_1529	CP000730.1	1644073	1644534	-	462	618	432	481	5595	3159	6310
USA300HOU_1530	CP000730.1	1645011	1645565	-	555	7356	7127	7964	18133	10978	28947
USA300HOU_1531	CP000730.1	1645594	1646652	-	1059	2493	1875	2127	2873	1672	3296
USA300HOU_1532	CP000730.1	1646757	1647335	+	579	646	481	422	1044	627	1248
USA300HOU_1533	CP000730.1	1647352	1647567	+	216	175	166	116	260	165	331
USA300HOU_1534	CP000730.1	1647637	1648464	-	828	1930	1840	1782	2085	1338	2847
USA300HOU_1535	CP000730.1	1648622	1649005	+	384	2642	2355	2601	3720	2167	4846
USA300HOU_1536	CP000730.1	1649376	1650845	-	1470	42937	40359	45782	8830	5117	10625
USA300HOU_1537	CP000730.1	1650841	1652193	-	1353	32751	29620	32685	6704	3740	7348
USA300HOU_1538	CP000730.1	1652207	1653295	-	1089	18633	17288	17832	4281	2238	4495
USA300HOU_1539	CP000730.1	1653457	1653978	-	522	3618	3219	3954	1518	935	2410
USA300HOU_1540	CP000730.1	1653971	1654111	-	141	5	1	1	12	4	10
USA300HOU_1541	CP000730.1	1654214	1654708	-	495	18	21	1	55	34	67
USA300HOU_1542	CP000730.1	1654629	1654925	-	297	4	14	5	24	16	30
USA300HOU_1543	CP000730.1	1654915	1655358	-	444	10	5	3	30	33	39
USA300HOU_1544	CP000730.1	1655339	1655647	-	309	11	11	1	25	18	41
USA300HOU_1545	CP000730.1	1655664	1656731	-	1068	53	33	24	173	95	137
USA300HOU_1546	CP000730.1	1656706	1657677	-	972	126	85	49	447	259	387
USA300HOU_1547	CP000730.1	1657732	1658352	-	621	2038	1971	1859	4433	2451	5036
USA300HOU_1548	CP000730.1	1658352	1658678	-	327	800	698	670	1850	1042	1760
USA300HOU_1549	CP000730.1	1658681	1659664	-	984	1829	1646	1442	5698	2872	5507
USA300HOU_1550	CP000730.1	1659664	1659864	-	201	153	159	126	694	310	512
USA300HOU_1551	CP000730.1	1659848	1661308	-	1461	1192	988	970	4878	2640	5601
USA300HOU_1552	CP000730.1	1661323	1661859	-	537	178	140	187	1358	860	1831
USA300HOU_1553	CP000730.1	1662071	1662217	-	147	901	820	783	11000	7545	19310
USA300HOU_1554	CP000730.1	1662333	1664405	-	2073	3917	3305	2852	6018	3469	5700
USA300HOU_1555	CP000730.1	1664529	1665125	-	597	117085	111312	122229	17671	10955	20998
USA300HOU_1556	CP000730.1	1665405	1665812	-	408	1141	850	1083	819	500	1078
USA300HOU_1557	CP000730.1	1665802	1666671	-	870	2569	1876	2618	2003	1031	2452
USA300HOU_1558	CP000730.1	1666707	1667471	-	765	2251	1725	2298	1815	925	2104
USA300HOU_1559	CP000730.1	1667618	1668505	-	888	1737	1478	1685	7937	4708	11039
USA300HOU_1560	CP000730.1	1668518	1669861	-	1344	2213	1777	1997	9607	5688	12054
USA300HOU_1561	CP000730.1	1669978	1671075	-	1098	2616	2811	2784	4887	2621	5670
USA300HOU_1562	CP000730.1	1671081	1671755	-	675	1333	1471	1435	2975	1639	2876
USA300HOU_1563	CP000730.1	1671889	1672992	-	1104	8327	8647	8789	18329	9402	21551
USA300HOU_1564	CP000730.1	1673219	1675015	-	1797	8893	7585	8333	17828	8899	16122
USA300HOU_1565	CP000730.1	1675079	1675894	-	816	2209	2110	1982	1657	1112	2848
USA300HOU_1566	CP000730.1	1676863	1678251	+	1389	8988	8110	8687	12388	7434	16991
USA300HOU_1567	CP000730.1	1678407	1679156	-	750	2731	2847	2561	3111	1967	4175
USA300HOU_1568	CP000730.1	1679181	1680077	-	897	4165	4136	3900	5138	2904	6615
USA300HOU_1569	CP000730.1	1680081	1680482	-	402	1168	1217	1227	2017	951	2404
USA300HOU_1570	CP000730.1	1680496	1680837	-	342	781	699	684	1355	723	1451
USA300HOU_1571	CP000730.1	1680843	1681307	-	465	1182	966	1179	2224	1269	3031
USA300HOU_1572	CP000730.1	1681311	1682255	-	945	1723	1358	1708	4159	2427	5827
USA300HOU_1573	CP000730.1	1682562	1683257	-	696	33219	32826	34920	17260	9967	22595
USA300HOU_1574	CP000730.1	1683277	1684263	-	987	34076	34162	37163	17457	9532	22314
USA300HOU_1575	CP000730.1	1684284	1684988	-	705	25065	24115	25956	14212	7915	18540
USA300HOU_1576	CP000730.1	1685211	1685384	-	174	7619	6847	8744	24264	14845	54321
USA300HOU_1577	CP000730.1	1685680	1687023	-	1344	8319	8389	9064	11468	5577	13353
USA300HOU_1578	CP000730.1	1687033	1687791	-	759	4078	4348	4294	2398	1255	2579
USA300HOU_1579	CP000730.1	1687787	1688722	-	936	23524	29434	24874	5056	2284	4189
USA300HOU_1580	CP000730.1	1688729	1689865	-	1137	26215	31220	24910	5116	2303	4120
USA300HOU_1581	CP000730.1	1690004	1691833	-	1830	248384	308662	240538	15646	8199	15406
USA300HOU_1582	CP000730.1	1691905	1692528	-	624	58227	66454	51371	4776	2437	4241
USA300HOU_1583	CP000730.1	1692563	1693537	-	975	59265	69812	49236	4934	2597	4220
USA300HOU_1584	CP000730.1	1693640	1694794	-	1155	752	635	737	1773	1058	1862
USA300HOU_1585	CP000730.1	1695016	1695141	-	126	145	119	148	448	245	586
USA300HOU_1586	CP000730.1	1695327	1697147	-	1821	2995	2481	2497	10860	5717	11634
USA300HOU_1587	CP000730.1	1697493	1697741	+	249	4264	3601	4256	16081	11083	30680
USA300HOU_1588	CP000730.1	1697792	1698763	-	972	1064	928	1141	3495	1667	4108
USA300HOU_1589	CP000730.1	1698823	1701021	-	2199	532	383	377	1073	555	1000
USA300HOU_1590	CP000730.1	1701029	1701496	-	468	2355	2349	2455	946	537	1270
USA300HOU_1591	CP000730.1	1701582	1702265	-	684	858	734	807	637	387	877
USA300HOU_1592	CP000730.1	1702308	1703021	-	714	3744	3610	4363	6454	3594	8214
USA300HOU_1593	CP000730.1	1703027	1703377	-	351	2143	1807	2126	3146	1795	4003
USA300HOU_1594	CP000730.1	1703381	1703962	-	582	1544	1455	1512	4788	2738	5785
USA300HOU_1595	CP000730.1	1703955	1704521	-	567	1166	1107	1093	5475	3226	5656
USA300HOU_1596	CP000730.1	1704527	1704814	-	288	289	313	274	1513	695	1461
USA300HOU_1597	CP000730.1	1704821	1705624	-	804	867	856	832	4452	2245	4835
USA300HOU_1598	CP000730.1	1705641	1706738	-	1098	1497	1363	1312	6314	3094	6930
USA300HOU_1599	CP000730.1	1706742	1707266	-	525	647	559	640	2594	1368	2775
USA300HOU_1600	CP000730.1	1707289	1707972	-	684	600	538	570	2845	1462	3315
USA300HOU_1601	CP000730.1	1708021	1708179	-	159	10	9	3	13	10	11
USA300HOU_1602	CP000730.1	1708286	1708552	+	267	136	116	102	67	48	69
USA300HOU_1603	CP000730.1	1708760	1709461	-	702	154	78	83	71	49	66
USA300HOU_1604	CP000730.1	1709926	1711143	-	1218	542	551	342	392	219	424
USA300HOU_1605	CP000730.1	1712677	1713426	-	750	166	156	182	333	186	442
USA300HOU_1606	CP000730.1	1713429	1714787	-	1359	354	347	311	714	407	959
USA300HOU_1607	CP000730.1	1714804	1715250	-	447	115	101	112	308	160	389
USA300HOU_1608	CP000730.1	1715255	1716262	-	1008	202	183	230	676	351	979
USA300HOU_1609	CP000730.1	1716255	1716986	-	732	158	99	134	509	296	850
USA300HOU_1610	CP000730.1	1717315	1717788	-	474	4632	4970	5549	7586	4022	10041
USA300HOU_1611	CP000730.1	1717819	1718439	-	621	4265	4102	4486	7833	4091	9410
USA300HOU_1612	CP000730.1	1718442	1719707	-	1266	5129	5417	5124	10923	5636	12112
USA300HOU_1613	CP000730.1	1719722	1720648	-	927	2561	2562	2370	6218	2913	5487
USA300HOU_1614	CP000730.1	1720648	1721283	-	636	922	815	780	3423	1549	2419
USA300HOU_1615	CP000730.1	1721571	1721876	-	306	4665	4688	5501	7506	4246	9031
USA300HOU_1616	CP000730.1	1721894	1722319	-	426	5602	4735	6060	7298	4649	8641
USA300HOU_1617	CP000730.1	1722326	1722583	-	258	3611	3316	4115	4920	2866	5285
USA300HOU_1618	CP000730.1	1722649	1725279	-	2631	3805	3677	4452	20514	12599	22406
USA300HOU_1619	CP000730.1	1725622	1728096	-	2475	1761	1466	1526	10256	5478	9777
USA300HOU_1620	CP000730.1	1728101	1728766	-	666	218	123	138	1667	835	1601
USA300HOU_1621	CP000730.1	1729231	1730346	-	1116	3767	3174	3446	5923	3335	6949
USA300HOU_1622	CP000730.1	1730350	1731489	-	1140	2598	1773	2170	4488	2282	4161
USA300HOU_1623	CP000730.1	1731801	1732811	+	1011	4607	3202	5367	404	242	532
USA300HOU_1624	CP000730.1	1733054	1733197	-	144	5551	5528	5181	2630	1731	3213
USA300HOU_1625	CP000730.1	1733240	1733419	-	180	6632	6142	6165	3300	2209	4782
USA300HOU_1626	CP000730.1	1735464	1736234	-	771	3522	3446	3481	3508	2102	4968
USA300HOU_1627	CP000730.1	1736237	1736362	-	126	266	272	226	194	125	237
USA300HOU_1628	CP000730.1	1736698	1738461	-	1764	4710	4372	4518	12370	7314	15008
USA300HOU_1629	CP000730.1	1738480	1739739	-	1260	1630	1405	1364	4536	2624	4730
USA300HOU_1630	CP000730.1	1740203	1741075	-	873	1773	1551	1669	4323	2204	3796
USA300HOU_1631	CP000730.1	1741075	1741524	-	450	1729	1605	1644	2868	1665	3215
USA300HOU_1632	CP000730.1	1741539	1743746	-	2208	4567	3825	3998	9386	4954	10152
USA300HOU_1633	CP000730.1	1744156	1744671	-	516	592	453	453	3133	1818	3927
USA300HOU_1634	CP000730.1	1744696	1746966	-	2271	822	734	649	6977	3996	7230
USA300HOU_1635	CP000730.1	1746917	1747036	+	120	1	0	0	2	1	3
USA300HOU_1636	CP000730.1	1747172	1749448	-	2277	3411	2792	3420	16530	9038	19448
USA300HOU_1637	CP000730.1	1749726	1749983	-	258	3030	2778	3197	6678	3915	9279
USA300HOU_1638	CP000730.1	1750005	1751141	-	1137	7030	6099	6732	21884	11502	23619
USA300HOU_1639	CP000730.1	1751167	1752189	-	1023	1710	1540	1542	8802	4610	9917
USA300HOU_1640	CP000730.1	1752194	1753195	-	1002	1773	1744	1646	8724	4391	9637
USA300HOU_1641	CP000730.1	1753230	1753829	-	600	1092	1079	978	4879	2514	5633
USA300HOU_1642	CP000730.1	1753846	1754298	-	453	771	832	705	2851	1417	3697
USA300HOU_1643	CP000730.1	1754314	1755603	-	1290	2345	2263	2069	11208	5441	12812
USA300HOU_1644	CP000730.1	1755961	1756242	-	282	4761	4294	5183	33561	17568	55518
USA300HOU_1645	CP000730.1	1756257	1756574	-	318	2251	1994	2322	28070	14703	36662
USA300HOU_1646	CP000730.1	1756583	1756888	-	306	3842	3173	3584	49919	27678	66552
USA300HOU_1647	CP000730.1	1757058	1757585	-	528	748	630	552	1714	928	1865
USA300HOU_1648	CP000730.1	1757588	1758427	-	840	1089	1008	990	2948	1623	3245
USA300HOU_1649	CP000730.1	1758630	1758746	-	117	241	244	274	314	246	452
USA300HOU_1650	CP000730.1	1758823	1759293	-	471	510	703	691	666	541	948
USA300HOU_1651	CP000730.1	1759770	1760051	-	282	733	699	867	1257	820	2246
USA300HOU_1652	CP000730.1	1760122	1760790	-	669	111	33	42	163	93	164
USA300HOU_1653	CP000730.1	1760805	1761509	-	705	36	5	4	135	80	145
USA300HOU_1654	CP000730.1	1761782	1763050	-	1269	6053	6314	6075	12581	7026	14620
USA300HOU_1655	CP000730.1	1763066	1765693	-	2628	9488	9728	8621	23181	12503	24840
USA300HOU_1656	CP000730.1	1766096	1766653	+	558	1817	1571	1661	1190	683	1911
USA300HOU_1657	CP000730.1	1766882	1767952	-	1071	5373	5772	5500	2107	1331	2954
USA300HOU_1658	CP000730.1	1767989	1768087	-	99	543	625	542	215	110	269
USA300HOU_1659	CP000730.1	1768151	1769434	-	1284	5296	5092	4865	7982	4881	10587
USA300HOU_1660	CP000730.1	1769485	1770456	-	972	1942	1909	1836	3459	1879	4448
USA300HOU_1661	CP000730.1	1770462	1771127	-	666	552	448	450	2109	1229	2426
USA300HOU_1662	CP000730.1	1771152	1772075	-	924	905	728	673	6410	3578	7001
USA300HOU_1663	CP000730.1	1772120	1772932	-	813	669	573	510	4989	2547	4803
USA300HOU_1664	CP000730.1	1772957	1774300	-	1344	4800	3992	4464	28007	15993	40618
USA300HOU_1665	CP000730.1	1774520	1775107	-	588	1040	802	714	3040	1727	3462
USA300HOU_1666	CP000730.1	1775264	1776523	-	1260	21364	17850	20524	25697	13968	35454
USA300HOU_1667	CP000730.1	1776677	1777975	-	1299	16382	15092	15269	48438	27006	64705
USA300HOU_1668	CP000730.1	1781227	1782717	-	1491	1082	1114	868	5047	2526	5349
USA300HOU_1669	CP000730.1	1783146	1785080	-	1935	4524	4500	4302	13260	7767	15892
USA300HOU_1670	CP000730.1	1785281	1785400	-	120	3593	2797	3684	7907	5044	14165
USA300HOU_1671	CP000730.1	1785496	1786413	-	918	1897	1809	1965	5957	3439	7153
USA300HOU_1672	CP000730.1	1786416	1787813	-	1398	1873	1644	1691	5956	3496	8065
USA300HOU_1673	CP000730.1	1787817	1788284	-	468	850	753	776	2269	1418	4219
USA300HOU_1674	CP000730.1	1788497	1789519	-	1023	1037	860	1095	2170	1212	4775
USA300HOU_1675	CP000730.1	1789692	1790312	-	621	5104	5238	5450	2636	1410	2566
